StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,academic_yes_no,research_yes_no,gender,title,discipline,last_published,academia_length,phd_dissertation,bat_1,bat_2,bat_3,bat_4,ppqr_1,ppqr_2,ppqr_3,ppqr_4,ppqr_5,ppqr_6,ppqr_7,ppqr_8,ppqr_9,ppqr_10,ppqr_11,ppqr_12,ppqr_13,ppqr_14,ppqr_15,ppqr_16,ppqr_17,ppqr_18,jis_1,jis_2,jis_3,jis_4,wlbm_1,wlbm_2,wlbm_3,wlbm_4,copsoq_workload_1,copsoq_workload_2,copsoq_workload_3,copsoq_workload_4,copsoq_workload_5,copsoq_soc_sup_1,copsoq_soc_sup_2,copsoq_soc_sup_3,copsoq_soc_sup_4,copsoq_soc_sup_5,copsoq_soc_sup_6,copsoq_oppor_1,copsoq_oppor_2,copsoq_oppor_3,attention_2,qrp_attitude_1,qrp_attitude_2,qrp_attitude_3,qrp_attitude_4,qrp_attitude_5,qrp_attitude_6,qrp_attitude_7,qrp_attitude_8,copsoq_infl_1,copsoq_infl_2,copsoq_infl_3,copsoq_infl_4,copsoq_infl_5,copsoq_infl_6,copsoq_meaning_1,copsoq_meaning_2,role_ambiguity_1,role_ambiguity_2,role_ambiguity_3,role_ambiguity_4,role_ambiguity_5,role_ambiguity_6,role_ambiguity_7,role_ambiguity_8,role_ambiguity_9,role_ambiguity_10,role_ambiguity_11,role_ambiguity_12,pay_satisfaction_1,pay_satisfaction_2,tool_satisfaction_1,tool_satisfaction_2,general_satisfaction_1,general_satisfaction_2,open_time
2025-03-27 19:00:43,2025-03-27 19:10:38,IP Address,100,595,True,2025-03-27 19:10:38,R_8J3gJa6NVpOqXCE,anonymous,EN,Yes,Yes,Yes,Man,Full Professor,Non-STEM,This year,More than 10 years,,Rarely,Sometimes,Rarely,Sometimes,Disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Often,Often,Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Often,Often,Often,Strongly agree,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Agree,Slightly agree,Strongly agree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Very satisfied,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-27 19:23:37,2025-03-27 19:34:02,IP Address,100,624,True,2025-03-27 19:34:03,R_1q4zb03oQVryKDG,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,More than 10 years,,Sometimes,Sometimes,Rarely,Often,Strongly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Sometimes,Sometimes,Never,Often,Rarely,Always,Always,Rarely,Often,Often,Never,Sometimes,Often,Sometimes,Strongly agree,Neither acceptable or unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Often,Sometimes,Rarely,Sometimes,Often,Always,Often,Often,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Disagree,Slightly agree,Strongly disagree,Slightly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Slightly dissatisfied,Slightly satisfied,Dissatisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-27 19:37:39,2025-03-27 19:47:56,IP Address,100,617,True,2025-03-27 19:47:57,R_5dJ2UWFmWGQwzHr,anonymous,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,This year,More than 10 years,,Often,Sometimes,Rarely,Sometimes,Disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Often,Sometimes,Often,Often,Often,Often,Often,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-27 20:35:07,2025-03-27 20:46:05,IP Address,100,658,True,2025-03-27 20:46:06,R_647zv6f98AhKHbN,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,6-10 years,,Often,Never,Rarely,Sometimes,Disagree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Often,Always,Always,Never,Rarely,Often,Often,Rarely,Sometimes,Often,Sometimes,Always,Always,Often,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Often,Often,Often,Strongly agree,Strongly disagree,Strongly agree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Satisfied,Satisfied,Agree
2025-03-27 20:48:32,2025-03-27 20:58:23,IP Address,100,590,True,2025-03-27 20:58:23,R_12QposrbXZHupMK,anonymous,EN,Yes,Yes,Yes,Woman,Full Professor,Non-STEM,In the last year,More than 10 years,,Rarely,Rarely,Never,Rarely,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Sometimes,Rarely,Sometimes,Often,Rarely,Often,Often,Sometimes,Often,Often,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Sometimes,Often,Often,Often,Always,Often,Agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Slightly disagree,Agree,Very satisfied,Very satisfied,Dissatisfied,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Agree
2025-03-27 21:37:11,2025-03-27 21:45:07,IP Address,100,475,True,2025-03-27 21:45:07,R_3YQ7jhwxM4fd3Po,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,In the last year,6-10 years,,Rarely,Sometimes,Rarely,Rarely,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Rarely,Sometimes,Rarely,Often,Rarely,Often,Often,Often,Always,Often,Often,Often,Often,Often,Strongly agree,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Often,Often,Often,Often,Always,Often,Sometimes,Rarely,Agree,Strongly disagree,Slightly agree,Slightly agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-03-27 21:45:28,2025-03-27 21:46:03,IP Address,100,35,True,2025-03-27 21:46:04,R_58zTXtKzEOC66ky,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,"STEM (science, technology, engineering, mathematics)",More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-27 22:25:05,2025-03-27 22:35:45,IP Address,100,639,True,2025-03-27 22:35:45,R_3JJCrYparNU3uJA,anonymous,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,In the last year,6-10 years,,Often,Often,Sometimes,Often,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Always,Always,Always,Never,Rarely,Often,Always,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Often,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Often,Sometimes,Slightly agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Slightly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Dissatisfied,Dissatisfied,Very dissatisfied,Dissatisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-03-27 22:35:28,2025-03-27 22:46:16,IP Address,100,648,True,2025-03-27 22:46:17,R_7LU3ganuKh9YTDQ,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Often,Sometimes,Rarely,Often,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Always,Always,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Slightly agree,Strongly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-03-27 23:21:17,2025-03-27 23:30:05,IP Address,100,528,True,2025-03-27 23:30:09,R_6jeUEtP2F4ouCyI,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,This year,1-5 years,1-2 articles,Often,Rarely,Sometimes,Sometimes,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Often,Sometimes,Sometimes,Sometimes,Rarely,Always,Always,Sometimes,Always,Always,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Sometimes,Often,Often,Often,Often,Often,Often,Often,Slightly disagree,Disagree,Agree,Disagree,Slightly agree,Slightly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Slightly dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-28 08:14:52,2025-03-28 08:24:37,IP Address,100,584,True,2025-03-28 08:24:37,R_8Easq157VrEv1DA,anonymous,EN,Yes,Yes,Yes,Man,PhD student,Non-STEM,In the last 5 years,1-5 years,3-4 articles,Often,Always,Often,Often,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Often,Often,Often,Always,Always,Rarely,Rarely,Rarely,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Strongly agree,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Somewhat acceptable,Completely acceptable,Somewhat acceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Often,Often,Often,Often,Often,Often,Sometimes,Often,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Agree,Slightly agree,Agree,Strongly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Satisfied,Satisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Agree
2025-03-28 09:40:25,2025-03-28 09:51:33,IP Address,100,667,True,2025-03-28 09:51:33,R_2IbcBdNCRb3k51a,anonymous,EN,Yes,Yes,Yes,Woman,This does not apply to me,"STEM (science, technology, engineering, mathematics)",In the last 5 years,Less than 1 year,,Always,Always,Always,Always,Agree,Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,Often,Often,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Slightly agree,Agree,Neither agree nor disagree,Strongly disagree,Slightly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Agree
2025-03-28 11:34:48,2025-03-28 11:35:05,IP Address,100,17,True,2025-03-28 11:35:06,R_2dvuMs4gNYmuZE9,anonymous,EN,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28 13:39:55,2025-03-28 13:50:08,IP Address,100,612,True,2025-03-28 13:50:08,R_84cvzR8iEP0MIkR,anonymous,EN,Yes,Yes,Yes,Woman,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Often,Rarely,Sometimes,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Sometimes,Often,Sometimes,Rarely,Rarely,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Often,Rarely,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Dissatisfied,Dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Satisfied,Satisfied,Agree
2025-03-28 14:46:15,2025-03-28 14:54:04,IP Address,100,469,True,2025-03-28 14:54:04,R_8HUFvNEBXIBmvvP,anonymous,EN,Yes,Yes,Yes,Man,Post Doc,Non-STEM,In the last year,More than 10 years,,Sometimes,Often,Sometimes,Often,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Always,Often,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Always,Often,Often,Strongly disagree,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Always,Sometimes,Sometimes,Strongly disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Slightly agree,Disagree,Slightly satisfied,Satisfied,Dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Agree
2025-03-28 14:53:23,2025-03-28 14:58:44,IP Address,100,320,True,2025-03-28 14:58:44,R_2ilFAYXGMWEE3Lc,anonymous,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Never,Never,Never,Never,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Rarely,Rarely,Often,Rarely,Always,Always,Often,Always,Always,Always,Often,Often,Often,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Always,Always,Always,Always,Often,Sometimes,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,Slightly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Very dissatisfied,Very dissatisfied,Slightly dissatisfied,Very satisfied,Slightly dissatisfied,Slightly dissatisfied,Disagree
2025-03-28 14:48:23,2025-03-28 15:05:23,IP Address,100,1019,True,2025-03-28 15:05:23,R_1pYMRbKyzeBxD8h,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,This year,1-5 years,3-4 articles,Sometimes,Never,Never,Sometimes,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Sometimes,Rarely,Rarely,Often,Rarely,Often,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Often,Often,Often,Often,Often,Often,Often,Often,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Strongly disagree,Satisfied,Satisfied,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-28 15:09:55,2025-03-28 15:21:13,IP Address,100,678,True,2025-03-28 15:21:14,R_8Cax46GMX79wPyp,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,More than 10 years,,Sometimes,Rarely,Rarely,Sometimes,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Often,Sometimes,Sometimes,Rarely,Often,Often,Sometimes,Often,Often,Sometimes,Always,Often,Always,Strongly agree,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely acceptable,Neither acceptable or unacceptable,Completely acceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Often,Always,Often,Disagree,Agree,Slightly disagree,Disagree,Agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neither satisfied nor dissatisfied,Slightly dissatisfied,Slightly dissatisfied,Satisfied,Neither satisfied nor dissatisfied,Slightly dissatisfied,Agree
2025-03-28 14:57:20,2025-03-28 16:32:18,IP Address,100,5698,True,2025-03-28 16:32:19,R_6Sk85JNUNeH335n,anonymous,EN,Yes,Yes,Yes,Woman,PhD student,Non-STEM,More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-28 19:33:34,2025-03-28 19:49:56,IP Address,100,981,True,2025-03-28 19:49:56,R_2Dvvydlx2rVWBjB,anonymous,EN,Yes,Yes,Yes,Woman,Associate Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Sometimes,Sometimes,Sometimes,Agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Sometimes,Never,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Strongly agree,Neither acceptable or unacceptable,Somewhat acceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Often,Often,Rarely,Often,Often,Often,Often,Often,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Disagree,Slightly agree,Slightly satisfied,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Satisfied,Slightly satisfied,Disagree
2025-03-28 20:20:56,2025-03-28 20:39:38,IP Address,100,1122,True,2025-03-28 20:39:39,R_2R1RpKXVOVyqD2p,anonymous,EN,Yes,Yes,Yes,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",In the last 5 years,6-10 years,,Rarely,Never,Never,Rarely,Strongly disagree,Disagree,Disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Sometimes,Sometimes,Sometimes,Often,Rarely,Often,Always,Often,Often,Often,Often,Often,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Often,Sometimes,Sometimes,Often,Often,Often,Always,Always,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Agree
2025-03-28 21:00:09,2025-03-28 21:00:45,IP Address,100,35,True,2025-03-28 21:00:45,R_8sIbwB0nxh6AmdP,anonymous,EN,Yes,Yes,Yes,Man,PhD student,Non-STEM,More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-29 09:05:03,2025-03-29 09:10:06,IP Address,100,302,True,2025-03-29 09:10:06,R_2gSgbnzz5iTHhow,anonymous,EN,Yes,Yes,Yes,Woman,This does not apply to me,Non-STEM,This year,1-5 years,,Sometimes,Never,Rarely,Often,Disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Often,Often,Often,Rarely,Rarely,Often,Rarely,Rarely,Often,Always,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Always,Always,Always,Strongly agree,Agree,Slightly disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Slightly disagree,Neither agree nor disagree,Very satisfied,Very satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree
