StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,academic_yes_no,research_yes_no,gender,title,discipline,last_published,academia_length,phd_dissertation,bat_1,bat_2,bat_3,bat_4,ppqr_1,ppqr_2,ppqr_3,ppqr_4,ppqr_5,ppqr_6,ppqr_7,ppqr_8,ppqr_9,ppqr_10,ppqr_11,ppqr_12,ppqr_13,ppqr_14,ppqr_15,ppqr_16,ppqr_17,ppqr_18,jis_1,jis_2,jis_3,jis_4,wlbm_1,wlbm_2,wlbm_3,wlbm_4,copsoq_workload_1,copsoq_workload_2,copsoq_workload_3,copsoq_workload_4,copsoq_workload_5,copsoq_soc_sup_1,copsoq_soc_sup_2,copsoq_soc_sup_3,copsoq_soc_sup_4,copsoq_soc_sup_5,copsoq_soc_sup_6,copsoq_oppor_1,copsoq_oppor_2,copsoq_oppor_3,attention_2,qrp_attitude_1,qrp_attitude_2,qrp_attitude_3,qrp_attitude_4,qrp_attitude_5,qrp_attitude_6,qrp_attitude_7,qrp_attitude_8,copsoq_infl_1,copsoq_infl_2,copsoq_infl_3,copsoq_infl_4,copsoq_infl_5,copsoq_infl_6,copsoq_meaning_1,copsoq_meaning_2,role_ambiguity_1,role_ambiguity_2,role_ambiguity_3,role_ambiguity_4,role_ambiguity_5,role_ambiguity_6,role_ambiguity_7,role_ambiguity_8,role_ambiguity_9,role_ambiguity_10,role_ambiguity_11,role_ambiguity_12,pay_satisfaction_1,pay_satisfaction_2,tool_satisfaction_1,tool_satisfaction_2,general_satisfaction_1,general_satisfaction_2,open_time
2025-04-07 09:18:02,2025-04-07 09:30:04,IP Address,100,721,True,2025-04-07 09:30:04,R_3fxMpamwaPFzbAi,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,6-10 years,,Rarely,Rarely,Never,Rarely,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Often,Rarely,Rarely,Sometimes,Rarely,Always,Always,Always,Often,Often,Often,Sometimes,Often,Sometimes,Strongly disagree,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat acceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Often,Often,Rarely,Often,Often,Often,Always,Always,Agree,Slightly agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Satisfied,Satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Slightly satisfied,Disagree
2025-04-07 09:21:19,2025-04-07 09:30:54,IP Address,100,574,True,2025-04-07 09:30:55,R_9GAFfzNiq4nbgCa,email,EN,Yes,Yes,Yes,Woman,Post Doc,Non-STEM,This year,1-5 years,,Rarely,Rarely,Rarely,Rarely,Disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Sometimes,Rarely,Sometimes,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Sometimes,Often,Sometimes,Often,Always,Always,Agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Slightly agree,Disagree,Slightly dissatisfied,Slightly dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree
2025-04-07 09:20:07,2025-04-07 09:33:40,IP Address,100,812,True,2025-04-07 09:33:40,R_2mwuXPe1yoU5imu,email,EN,Yes,Yes,Yes,Man,Associate Professor,"STEM (science, technology, engineering, mathematics)",In the last year,More than 10 years,,Sometimes,Rarely,Rarely,Sometimes,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Sometimes,Sometimes,Rarely,Often,Rarely,Sometimes,Often,Never,Often,Sometimes,Never,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat acceptable,Completely unacceptable,Somewhat unacceptable,Completely unacceptable,Often,Always,Often,Often,Often,Always,Often,Sometimes,Agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Slightly disagree,Agree,Disagree,Disagree,Agree,Disagree,Slightly satisfied,Slightly satisfied,Satisfied,Satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 09:24:39,2025-04-07 09:41:38,IP Address,100,1018,True,2025-04-07 09:41:39,R_8IbDc9PKMDCgiaB,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,More than 10 years,,Sometimes,Sometimes,Sometimes,Often,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Always,Always,Rarely,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Strongly agree,Neither acceptable or unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Sometimes,Often,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very dissatisfied,Disagree
2025-04-07 09:37:33,2025-04-07 09:44:33,IP Address,100,419,True,2025-04-07 09:44:34,R_4KuZf6qNzdnNcaE,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,This year,More than 10 years,,Always,Always,Sometimes,Sometimes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Often,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Sometimes,Rarely,Sometimes,Rarely,Often,Rarely,Rarely,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly disagree,Slightly disagree,Disagree,Neither agree nor disagree,Disagree,Very dissatisfied,Very dissatisfied,Slightly satisfied,Slightly satisfied,Very dissatisfied,Very dissatisfied,Agree
2025-04-07 09:47:05,2025-04-07 09:47:50,IP Address,100,45,True,2025-04-07 09:47:51,R_5dz40FVHkmwXpiV,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",More than 10 years ago or Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 09:40:05,2025-04-07 09:48:02,IP Address,100,476,True,2025-04-07 09:48:02,R_2gnqZfmqYJXYC7n,email,EN,Yes,Yes,Yes,Man,PhD student,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,1-2 articles,Sometimes,Rarely,Rarely,Sometimes,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Often,Sometimes,Often,Often,Rarely,Often,Always,Often,Often,Often,Often,Always,Often,Often,Strongly agree,Completely acceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Slightly agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Disagree,Slightly satisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 09:42:59,2025-04-07 09:51:31,IP Address,100,512,True,2025-04-07 09:51:32,R_27B56OGINgDjclP,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Never,Rarely,Rarely,Rarely,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Rarely,Rarely,Often,Rarely,Often,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Always,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Sometimes,Often,Sometimes,Often,Often,Always,Often,Often,Slightly agree,Slightly agree,Slightly disagree,Agree,Disagree,Slightly agree,Agree,Slightly disagree,Disagree,Disagree,Slightly agree,Neither agree nor disagree,Very satisfied,Very satisfied,Slightly satisfied,Satisfied,Satisfied,Very satisfied,Agree
2025-04-07 09:48:59,2025-04-07 09:58:14,IP Address,100,554,True,2025-04-07 09:58:15,R_2fMNjgi08NCC2mi,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,In the last year,More than 10 years,,Sometimes,Rarely,Sometimes,Rarely,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Always,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,Rarely,Often,Often,Sometimes,Sometimes,Often,Sometimes,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Somewhat acceptable,Somewhat unacceptable,Completely acceptable,Completely unacceptable,Somewhat unacceptable,Somewhat acceptable,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Slightly agree,Agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly satisfied,Slightly satisfied,Slightly dissatisfied,Slightly dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 09:48:03,2025-04-07 09:59:09,IP Address,100,666,True,2025-04-07 09:59:10,R_3rcu8syXlf42oO5,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Rarely,Sometimes,Often,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Always,Often,Always,Always,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely acceptable,Neither acceptable or unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Always,Often,Often,Often,Often,Sometimes,Always,Always,Slightly agree,Agree,Disagree,Slightly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 09:51:18,2025-04-07 10:00:36,IP Address,100,557,True,2025-04-07 10:00:37,R_9qVMg130NlBq15T,email,EN,Yes,Yes,Yes,Woman,Post Doc,"STEM (science, technology, engineering, mathematics)",This year,1-5 years,,Rarely,Sometimes,Rarely,Often,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Rarely,Sometimes,Often,Often,Rarely,Always,Always,Always,Always,Always,Always,Sometimes,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Always,Always,Always,Always,Always,Always,Strongly agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Very dissatisfied,Very dissatisfied,Very dissatisfied,Slightly satisfied,Slightly dissatisfied,Slightly dissatisfied,Agree
2025-04-07 09:44:22,2025-04-07 10:00:40,IP Address,100,978,True,2025-04-07 10:00:41,R_9BXMydnqWCLwe2J,email,EN,Yes,Yes,Yes,Woman,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Sometimes,Sometimes,Rarely,Sometimes,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Strongly agree,Somewhat acceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Somewhat acceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly dissatisfied,Slightly dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Agree
2025-04-07 09:52:28,2025-04-07 10:02:22,IP Address,100,594,True,2025-04-07 10:02:23,R_23d1zb67tB599tb,email,EN,Yes,Yes,Yes,Woman,This does not apply to me,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Often,Often,Rarely,Rarely,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Often,Often,Sometimes,Rarely,Rarely,Never,Never,Rarely,Often,Often,Often,Sometimes,Often,Sometimes,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Never,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Very dissatisfied,Very dissatisfied,Dissatisfied,Satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Agree
2025-04-07 09:35:47,2025-04-07 10:03:38,IP Address,100,1671,True,2025-04-07 10:03:38,R_4seYLSV7Z5qTKs9,email,EN,Yes,Yes,Yes,Woman,Assistant Professor,Non-STEM,In the last year,6-10 years,,Rarely,Rarely,Rarely,Rarely,Disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Rarely,Rarely,Rarely,Often,Rarely,Always,Always,Sometimes,Always,Always,Sometimes,Always,Always,Always,Strongly agree,Completely unacceptable,Completely unacceptable,Completely acceptable,Neither acceptable or unacceptable,Somewhat acceptable,Completely unacceptable,Neither acceptable or unacceptable,Neither acceptable or unacceptable,Rarely,Always,Often,Rarely,Sometimes,Often,Always,Always,Slightly agree,Slightly disagree,Disagree,Agree,Slightly disagree,Agree,Slightly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Slightly dissatisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 10:02:29,2025-04-07 10:14:39,IP Address,100,729,True,2025-04-07 10:14:39,R_8yeQvr7qiRfn3H3,email,EN,Yes,Yes,Yes,Man,Full Professor,Non-STEM,This year,More than 10 years,,Sometimes,Sometimes,Rarely,Rarely,Disagree,Agree,Strongly agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Often,Often,Often,Rarely,Rarely,Often,Often,Rarely,Often,Often,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Often,Sometimes,Sometimes,Often,Often,Often,Often,Often,Slightly agree,Neither agree nor disagree,Disagree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Disagree,Very satisfied,Very satisfied,Slightly dissatisfied,Neither satisfied nor dissatisfied,Slightly satisfied,Slightly satisfied,Agree
2025-04-07 09:58:50,2025-04-07 10:18:11,IP Address,100,1161,True,2025-04-07 10:18:11,R_8DvvcfU6Iyw8icN,email,EN,Yes,Yes,Yes,Man,PhD student,"STEM (science, technology, engineering, mathematics)",In the last year,1-5 years,1-2 articles,Rarely,Rarely,Never,Rarely,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Rarely,Never,Rarely,Often,Rarely,Always,Always,Sometimes,Often,Always,Sometimes,Often,Often,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Somewhat acceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Often,Often,Often,Often,Always,Always,Sometimes,Sometimes,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Slightly satisfied,Slightly satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Agree
2025-04-07 10:07:41,2025-04-07 10:19:36,IP Address,100,714,True,2025-04-07 10:19:36,R_2fYIEGHBVnqJgcc,email,EN,Yes,Yes,Yes,Woman,Associate Professor,Non-STEM,This year,More than 10 years,,Often,Often,Rarely,Rarely,Strongly disagree,Disagree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Always,Often,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Always,Always,Always,Strongly disagree,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Completely unacceptable,Always,Always,Often,Always,Often,Always,Often,Often,Agree,Strongly disagree,Slightly agree,Agree,Strongly disagree,Agree,Slightly agree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly disagree,Strongly disagree,Satisfied,Satisfied,Satisfied,Slightly satisfied,Satisfied,Satisfied,Agree
2025-04-07 10:05:45,2025-04-07 10:20:56,IP Address,100,911,True,2025-04-07 10:20:56,R_2CkidFkVMNEkKaJ,email,EN,Yes,Yes,Yes,Man,Full Professor,Non-STEM,This year,More than 10 years,,Rarely,Never,Sometimes,Rarely,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Often,Often,Often,Sometimes,Rarely,Always,Often,Rarely,Often,Sometimes,Rarely,Often,Always,Often,Strongly agree,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Often,Often,Often,Often,Often,Always,Often,Often,Slightly agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Satisfied,Satisfied,Satisfied,Slightly satisfied,Very satisfied,Satisfied,Agree
2025-04-07 10:21:11,2025-04-07 10:23:08,IP Address,100,116,True,2025-04-07 10:23:08,R_8IbKr9FmeO8zxNp,email,EN,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07 10:16:37,2025-04-07 10:26:42,IP Address,100,605,True,2025-04-07 10:26:43,R_2kiuoOWRlF8YHYt,email,EN,Yes,Yes,Yes,Man,Full Professor,"STEM (science, technology, engineering, mathematics)",This year,More than 10 years,,Rarely,Rarely,Never,Rarely,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Never,Rarely,Rarely,Rarely,Sometimes,Often,Sometimes,Strongly agree,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Neither acceptable or unacceptable,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Often,Always,Often,Always,Always,Always,Often,Often,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Disagree,Disagree,Slightly dissatisfied,Slightly dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Agree
2025-04-07 10:21:49,2025-04-07 10:31:42,IP Address,100,592,True,2025-04-07 10:31:42,R_8wlLPePmtq7nB9n,email,EN,Yes,Yes,Yes,Man,Associate Professor,Non-STEM,This year,More than 10 years,,Often,Often,Rarely,Sometimes,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Often,Always,Always,Rarely,Rarely,Rarely,Sometimes,Often,Sometimes,Often,Rarely,Often,Always,Often,Strongly agree,Completely unacceptable,Completely unacceptable,Somewhat unacceptable,Somewhat unacceptable,Somewhat unacceptable,Completely unacceptable,Neither acceptable or unacceptable,Somewhat unacceptable,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Sometimes,Rarely,Disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Agree,Strongly agree,Strongly disagree,Slightly agree,Slightly agree,Strongly disagree,Slightly agree,Neither satisfied nor dissatisfied,Slightly dissatisfied,Dissatisfied,Neither satisfied nor dissatisfied,Dissatisfied,Dissatisfied,Agree
